date,txn_id,type,category,subcategory,description,amount,payment_method,outlet,note
2025-11-06,T11383,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,646.34,GrabPay,SS15,check w boss
2025-11-06,T11384,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,104.3,DuitNow,Bangsar,sofi invoice
2025-11-06,T11385,income,Sales - Catering,Corporate Order,Bangsar - Event,4648.49,TnG eWallet,Bangsar,
2025-11-06,T11386,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,904.55,Credit Card,Bangsar,urgent
2025-11-06,T11387,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,230.01,DuitNow,Bangsar,check w boss
2025-11-06,T11388,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,671.96,GrabPay,Bangsar,dobule check
2025-11-06,T11389,income,Sales - Catering,Wedding,Bangsar - Wedding,6626.21,Cash,Bangsar,pending receipt
2025-11-06,T11390,income,Sales - Takeaway,Pastries,Bangsar - Bread Loaf,105.89,Credit Card,Bangsar,urgent
2025-11-06,T11391,income,Other Income,Gift Card,Bangsar - Merchandise,354.52,Credit Card,Bangsar,
2025-11-06,T11392,income,Sales - Catering,Corporate Order,Bangsar - Corporate Order,3144.52,TnG eWallet,Bangsar,check w boss
2025-11-06,T11393,income,Other Income,Gift Card,Bangsar - Merchandise,1195.56,DuitNow,Bangsar,
2025-11-06,T11394,income,Sales - Dine In,Pastries,Cheras - Set Lunch,2396.43,Bank Transfer,Cheras,pending receipt
2025-11-06,T11395,income,Sales - Takeaway,Pastries,Cheras - Pastries,482.49,GrabPay,Cheras,reimbursed
2025-11-06,T11396,income,Sales - Catering,Corporate Order,Cheras - Wedding,1445.69,Bank Transfer,Cheras,sofi invoice
2025-11-06,T11397,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,655.38,TnG eWallet,Cheras,urgent
2025-11-06,T11398,income,Sales - Takeaway,Bread Loaf,Cheras - Pastries,862.29,Cash,Cheras,pending receipt
2025-11-06,T11399,income,Sales - Takeaway,Bread Loaf,Cheras - Coffee,205.58,GrabPay,Cheras,reimbursed
2025-11-06,T11400,income,Sales - Takeaway,Pastries,Cheras - Bread Loaf,244.97,GrabPay,Cheras,
2025-11-06,T11401,income,Sales - Delivery,FoodPanda,Cheras - ShopeeFood,1484.25,Credit Card,Cheras,
2025-11-06,T11402,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1495.12,Credit Card,Cheras,
2025-11-06,T11403,income,Sales - Catering,Event,Cheras - Wedding,7156.49,GrabPay,Cheras,recurring
2025-11-07,T11404,income,Sales - Catering,Wedding,SS15 - Event,8090.48,Credit Card,SS15,
2025-11-07,T11405,income,Sales - Dine In,Cakes,SS15 - Pastries,136.24,Cash,SS15,
2025-11-07,T11406,income,Other Income,Merchandise,SS15 - Merchandise,1027.67,DuitNow,SS15,check w boss
2025-11-07,T11407,income,Sales - Catering,Corporate Order,SS15 - Event,8084.08,Credit Card,SS15,reimbursed
2025-11-07,T11408,income,Sales - Catering,Corporate Order,SS15 - Corporate Order,5926.41,Cash,SS15,
2025-11-07,T11409,income,Other Income,Merchandise,SS15 - Workshop Ticket,640.93,DuitNow,SS15,reimbursed
2025-11-07,T11410,income,Sales - Dine In,Cakes,SS15 - Cakes,1614,TnG eWallet,SS15,
2025-11-07,T11411,income,Sales - Delivery,ShopeeFood,SS15 - GrabFood,864.53,Bank Transfer,SS15,dobule check
2025-11-07,T11412,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,777.65,GrabPay,SS15,sofi invoice
2025-11-07,T11413,income,Other Income,Gift Card,SS15 - Gift Card,846,Bank Transfer,SS15,
2025-11-07,T11414,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,459.76,GrabPay,SS15,sofi invoice
2025-11-07,T11415,income,Sales - Catering,Wedding,SS15 - Corporate Order,3264.8,Credit Card,SS15,dobule check
2025-11-07,T11416,income,Sales - Takeaway,Coffee,SS15 - Pastries,875.64,TnG eWallet,SS15,
2025-11-07,T11417,income,Sales - Takeaway,Pastries,SS15 - Bread Loaf,197.58,Credit Card,SS15,sofi invoice
2025-11-07,T11418,income,Sales - Takeaway,Coffee,SS15 - Bread Loaf,793.16,TnG eWallet,SS15,
2025-11-07,T11419,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,259.9,DuitNow,Bangsar,urgent
2025-11-07,T11420,income,Sales - Catering,Event,Bangsar - Corporate Order,1580.31,DuitNow,Bangsar,sofi invoice
2025-11-07,T11421,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,1256.95,Credit Card,Bangsar,reimbursed
2025-11-07,T11422,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,581.83,Cash,Bangsar,
2025-11-07,T11423,income,Sales - Dine In,Pastries,Bangsar - Cakes,921.27,Cash,Bangsar,pending receipt
2025-11-07,T11424,income,Sales - Catering,Corporate Order,Bangsar - Event,6736.21,GrabPay,Bangsar,pending receipt
2025-11-07,T11425,income,Sales - Catering,Wedding,Bangsar - Corporate Order,2161.11,Credit Card,Bangsar,urgent
2025-11-07,T11426,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,250.42,Credit Card,Bangsar,reimbursed
2025-11-07,T11427,income,Other Income,Gift Card,Bangsar - Merchandise,808.34,Cash,Bangsar,
2025-11-07,T11428,income,Sales - Takeaway,Bread Loaf,Bangsar - Pastries,179.33,TnG eWallet,Bangsar,sofi invoice
2025-11-07,T11429,income,Sales - Catering,Corporate Order,Bangsar - Wedding,7115.52,Bank Transfer,Bangsar,pending receipt
2025-11-07,T11430,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,414.38,TnG eWallet,Bangsar,dobule check
2025-11-07,T11431,income,Other Income,Workshop Ticket,Bangsar - Merchandise,96.11,GrabPay,Bangsar,sofi invoice
2025-11-07,T11432,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,112.44,GrabPay,Cheras,
2025-11-07,T11433,income,Sales - Catering,Event,Cheras - Wedding,6728.41,TnG eWallet,Cheras,
2025-11-07,T11434,income,Sales - Catering,Wedding,Cheras - Wedding,7493.41,GrabPay,Cheras,pending receipt
2025-11-07,T11435,income,Sales - Takeaway,Coffee,Cheras - Coffee,230.17,TnG eWallet,Cheras,check w boss
2025-11-07,T11436,income,Sales - Dine In,Set Lunch,Cheras - Cakes,1292.54,TnG eWallet,Cheras,urgent
2025-11-07,T11437,income,Other Income,Workshop Ticket,Cheras - Workshop Ticket,129.12,TnG eWallet,Cheras,
2025-11-07,T11438,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,637.54,GrabPay,Cheras,
2025-11-07,T11439,income,Sales - Dine In,Cakes,Cheras - Coffee,1260.11,Credit Card,Cheras,check w boss
2025-11-07,T11440,income,Sales - Delivery,GrabFood,Cheras - GrabFood,1318.22,Cash,Cheras,urgent
2025-11-08,T11441,income,Sales - Dine In,Set Lunch,SS15 - Cakes,149.33,Bank Transfer,SS15,dobule check
2025-11-08,T11442,income,Sales - Dine In,Set Lunch,SS15 - Pastries,2179.23,Cash,SS15,
2025-11-08,T11443,income,Other Income,Merchandise,SS15 - Merchandise,225.77,GrabPay,SS15,recurring
2025-11-08,T11444,income,Sales - Dine In,Pastries,SS15 - Set Lunch,1297.51,DuitNow,SS15,reimbursed
2025-11-08,T11445,income,Sales - Catering,Event,SS15 - Wedding,5873.68,Bank Transfer,SS15,check w boss
2025-11-08,T11446,income,Sales - Catering,Corporate Order,SS15 - Wedding,6498.03,Cash,SS15,pending receipt
2025-11-08,T11447,income,Sales - Dine In,Coffee,SS15 - Set Lunch,1091.34,Bank Transfer,SS15,check w boss
2025-11-08,T11448,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,200.68,GrabPay,SS15,
2025-11-08,T11449,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,741.45,Bank Transfer,SS15,
2025-11-08,T11450,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,1289.25,Cash,SS15,
2025-11-08,T11451,income,Sales - Catering,Wedding,SS15 - Wedding,7923.5,Credit Card,SS15,check w boss
2025-11-08,T11452,income,Sales - Catering,Event,SS15 - Event,6546.33,GrabPay,SS15,
2025-11-08,T11453,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,350.55,DuitNow,SS15,dobule check
2025-11-08,T11454,income,Other Income,Gift Card,SS15 - Merchandise,850.03,GrabPay,SS15,dobule check
2025-11-08,T11455,income,Sales - Takeaway,Pastries,Bangsar - Pastries,171.42,GrabPay,Bangsar,
2025-11-08,T11456,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,218.14,Bank Transfer,Bangsar,sofi invoice
2025-11-08,T11457,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,327.97,Credit Card,Bangsar,
2025-11-08,T11458,income,Sales - Dine In,Pastries,Bangsar - Pastries,460.73,DuitNow,Bangsar,recurring
2025-11-08,T11459,income,Sales - Dine In,Set Lunch,Bangsar - Coffee,860.33,TnG eWallet,Bangsar,
2025-11-08,T11460,income,Sales - Catering,Wedding,Bangsar - Event,721.64,DuitNow,Bangsar,
2025-11-08,T11461,income,Sales - Dine In,Coffee,Bangsar - Pastries,815.12,Credit Card,Bangsar,
2025-11-08,T11462,income,Sales - Dine In,Pastries,Bangsar - Cakes,1314.73,Bank Transfer,Bangsar,
2025-11-08,T11463,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,1556.9,Cash,Bangsar,dobule check
2025-11-08,T11464,income,Sales - Delivery,FoodPanda,Bangsar - GrabFood,423.8,Credit Card,Bangsar,
2025-11-08,T11465,income,Sales - Takeaway,Bread Loaf,Bangsar - Coffee,776.98,DuitNow,Bangsar,
2025-11-08,T11466,income,Sales - Catering,Event,Bangsar - Wedding,7808.52,GrabPay,Bangsar,reimbursed
2025-11-08,T11467,income,Other Income,Workshop Ticket,Bangsar - Gift Card,392.32,Bank Transfer,Bangsar,check w boss
2025-11-08,T11468,income,Sales - Dine In,Coffee,Bangsar - Cakes,1909,DuitNow,Bangsar,pending receipt
2025-11-08,T11469,income,Sales - Delivery,FoodPanda,Cheras - ShopeeFood,543.62,TnG eWallet,Cheras,check w boss
2025-11-08,T11470,income,Sales - Delivery,GrabFood,Cheras - GrabFood,694.93,GrabPay,Cheras,
2025-11-08,T11471,income,Sales - Delivery,GrabFood,Cheras - GrabFood,1139.27,Bank Transfer,Cheras,
2025-11-08,T11472,income,Other Income,Gift Card,Cheras - Merchandise,1003.84,TnG eWallet,Cheras,
2025-11-08,T11473,income,Sales - Dine In,Cakes,Cheras - Set Lunch,2181.08,Cash,Cheras,check w boss
2025-11-08,T11474,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1498.67,GrabPay,Cheras,
2025-11-08,T11475,income,Sales - Catering,Event,Cheras - Corporate Order,3971.08,Cash,Cheras,
2025-11-08,T11476,income,Other Income,Merchandise,Cheras - Workshop Ticket,1069.71,TnG eWallet,Cheras,check w boss
2025-11-08,T11477,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,439.13,DuitNow,Cheras,recurring
2025-11-08,T11478,income,Sales - Dine In,Pastries,Cheras - Coffee,300.5,DuitNow,Cheras,reimbursed
2025-11-08,T11479,income,Sales - Catering,Wedding,Cheras - Wedding,1815.86,TnG eWallet,Cheras,
2025-11-08,T11480,income,Sales - Dine In,Pastries,Cheras - Pastries,2230.79,Bank Transfer,Cheras,dobule check
2025-11-09,T11481,income,Sales - Catering,Corporate Order,SS15 - Wedding,7190.99,TnG eWallet,SS15,pending receipt
2025-11-09,T11482,income,Sales - Dine In,Set Lunch,SS15 - Coffee,2210.99,Credit Card,SS15,
2025-11-09,T11483,income,Sales - Dine In,Pastries,SS15 - Coffee,2089.89,GrabPay,SS15,pending receipt
2025-11-09,T11484,income,Sales - Catering,Event,SS15 - Wedding,1610.88,TnG eWallet,SS15,
2025-11-09,T11485,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,891.31,GrabPay,SS15,recurring
2025-11-09,T11486,income,Sales - Catering,Wedding,SS15 - Wedding,710.45,Bank Transfer,SS15,sofi invoice
2025-11-09,T11487,income,Sales - Takeaway,Bread Loaf,SS15 - Coffee,276.05,Bank Transfer,SS15,
2025-11-09,T11488,income,Other Income,Gift Card,SS15 - Merchandise,527.71,GrabPay,SS15,
2025-11-09,T11489,income,Sales - Catering,Event,Bangsar - Corporate Order,4703.49,Credit Card,Bangsar,
2025-11-09,T11490,income,Sales - Dine In,Pastries,Bangsar - Pastries,647.88,Bank Transfer,Bangsar,sofi invoice
2025-11-09,T11491,income,Other Income,Merchandise,Bangsar - Gift Card,743.71,Credit Card,Bangsar,reimbursed
2025-11-09,T11492,income,Sales - Catering,Wedding,Bangsar - Wedding,4049.26,Bank Transfer,Bangsar,
2025-11-09,T11493,income,Sales - Delivery,GrabFood,Bangsar - FoodPanda,855.1,DuitNow,Bangsar,urgent
2025-11-09,T11494,income,Sales - Catering,Corporate Order,Bangsar - Corporate Order,4481.03,GrabPay,Bangsar,check w boss
2025-11-09,T11495,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,455.61,Credit Card,Bangsar,recurring
2025-11-09,T11496,income,Sales - Delivery,GrabFood,Bangsar - GrabFood,570.89,Cash,Bangsar,reimbursed
2025-11-09,T11497,income,Sales - Dine In,Coffee,Bangsar - Set Lunch,1125.65,Bank Transfer,Bangsar,
2025-11-09,T11498,income,Other Income,Gift Card,Bangsar - Gift Card,599.91,GrabPay,Bangsar,sofi invoice
2025-11-09,T11499,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,541.94,GrabPay,Bangsar,
2025-11-09,T11500,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,392.18,GrabPay,Bangsar,
2025-11-09,T11501,income,Sales - Catering,Corporate Order,Bangsar - Wedding,5817.71,GrabPay,Bangsar,
2025-11-09,T11502,income,Sales - Takeaway,Coffee,Bangsar - Bread Loaf,310.28,GrabPay,Bangsar,
2025-11-09,T11503,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,393.26,GrabPay,Cheras,check w boss
2025-11-09,T11504,income,Sales - Catering,Corporate Order,Cheras - Wedding,5256.34,Bank Transfer,Cheras,
2025-11-09,T11505,income,Sales - Dine In,Cakes,Cheras - Set Lunch,1530.54,GrabPay,Cheras,check w boss
2025-11-09,T11506,income,Sales - Catering,Event,Cheras - Corporate Order,5396.58,GrabPay,Cheras,pending receipt
2025-11-09,T11507,income,Sales - Catering,Corporate Order,Cheras - Wedding,3940.67,GrabPay,Cheras,recurring
2025-11-09,T11508,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,1503.16,GrabPay,Cheras,sofi invoice
2025-11-09,T11509,income,Other Income,Workshop Ticket,Cheras - Gift Card,1008.81,DuitNow,Cheras,sofi invoice
2025-11-09,T11510,income,Sales - Delivery,GrabFood,Cheras - FoodPanda,1010.54,GrabPay,Cheras,
2025-11-09,T11511,income,Sales - Delivery,GrabFood,Cheras - GrabFood,1072.19,TnG eWallet,Cheras,recurring
2025-11-09,T11512,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,293.98,GrabPay,Cheras,
2025-11-09,T11513,income,Other Income,Workshop Ticket,Cheras - Merchandise,1180.6,Credit Card,Cheras,pending receipt
2025-11-25,T12373,expense,Marketing,Influencer,Bangsar - IG Ads,193.87,DuitNow,Bangsar,recurring
2025-11-26,T12291,expense,Marketing,Flyers,SS15 - Influencer,156.76,Bank Transfer,SS15,check w boss
2025-11-26,T12337,expense,Admin,SSM,Bangsar - Stationery,272.69,Credit Card,Bangsar,dobule check
2025-11-26,T12347,expense,Utilities,Internet,Bangsar - Internet,971.7,GrabPay,Bangsar,
2025-11-26,T12368,expense,Equipment,POS Upgrade,Bangsar - Cutlery,1262.46,TnG eWallet,Bangsar,recurring
2025-11-28,T12278,expense,Staff - Salary,Barista,SS15 payroll,3602.32,Bank Transfer,SS15,
2025-11-09,T12285,expense,Equipment,POS Upgrade,SS15 - New Fridge,814.94,GrabPay,SS15,
2025-11-09,T12394,expense,Delivery Platforms,GrabFood Commission,Cheras - FoodPanda Commission,1065.99,TnG eWallet,Cheras,
2025-11-10,T11514,income,Other Income,Workshop Ticket,SS15 - Gift Card,676.19,Cash,SS15,
2025-11-10,T11515,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,1253.58,Credit Card,SS15,check w boss
2025-11-10,T11516,income,Sales - Dine In,Coffee,SS15 - Set Lunch,1396.41,TnG eWallet,SS15,recurring
2025-11-10,T11517,income,Sales - Takeaway,Coffee,SS15 - Coffee,864.35,Credit Card,SS15,pending receipt
2025-11-10,T11518,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,108.1,DuitNow,SS15,check w boss
2025-11-10,T11519,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,496.62,Cash,SS15,urgent
2025-11-10,T11520,income,Sales - Catering,Event,SS15 - Corporate Order,1628.1,GrabPay,SS15,pending receipt
2025-11-10,T11521,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,136.74,Bank Transfer,SS15,pending receipt
2025-11-10,T11522,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,257.82,TnG eWallet,SS15,check w boss
2025-11-10,T11523,income,Sales - Catering,Event,SS15 - Corporate Order,8071.61,TnG eWallet,SS15,
2025-11-10,T11524,income,Sales - Takeaway,Bread Loaf,SS15 - Bread Loaf,430.14,Credit Card,SS15,
2025-11-10,T11525,income,Sales - Dine In,Set Lunch,SS15 - Cakes,1031,GrabPay,SS15,
2025-11-10,T11526,income,Sales - Delivery,ShopeeFood,Bangsar - GrabFood,406.58,Bank Transfer,Bangsar,
2025-11-10,T11527,income,Sales - Delivery,FoodPanda,Bangsar - ShopeeFood,926.09,Cash,Bangsar,
2025-11-10,T11528,income,Sales - Delivery,FoodPanda,Bangsar - FoodPanda,484.05,Cash,Bangsar,pending receipt
2025-11-10,T11529,income,Other Income,Workshop Ticket,Bangsar - Merchandise,431.6,TnG eWallet,Bangsar,
2025-11-10,T11530,income,Sales - Dine In,Pastries,Bangsar - Set Lunch,268.77,Credit Card,Bangsar,
2025-11-10,T11531,income,Sales - Takeaway,Bread Loaf,Bangsar - Pastries,147.73,TnG eWallet,Bangsar,pending receipt
2025-11-10,T11532,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,132.66,TnG eWallet,Bangsar,check w boss
2025-11-10,T11533,income,Other Income,Workshop Ticket,Bangsar - Workshop Ticket,291.49,DuitNow,Bangsar,
2025-11-10,T11534,income,Sales - Takeaway,Bread Loaf,Bangsar - Coffee,803.23,TnG eWallet,Bangsar,recurring
2025-11-10,T11535,income,Other Income,Gift Card,Bangsar - Gift Card,271.09,DuitNow,Bangsar,pending receipt
2025-11-10,T11536,income,Sales - Delivery,ShopeeFood,Bangsar - FoodPanda,1005.34,Cash,Bangsar,pending receipt
2025-11-10,T11537,income,Sales - Delivery,FoodPanda,Cheras - GrabFood,1275.12,Credit Card,Cheras,
2025-11-10,T11538,income,Sales - Dine In,Pastries,Cheras - Pastries,701.58,Bank Transfer,Cheras,
2025-11-10,T11539,income,Sales - Delivery,FoodPanda,Cheras - FoodPanda,788.87,DuitNow,Cheras,
2025-11-10,T11540,income,Other Income,Workshop Ticket,Cheras - Merchandise,809.94,DuitNow,Cheras,
2025-11-10,T11541,income,Sales - Takeaway,Coffee,Cheras - Bread Loaf,754.22,Cash,Cheras,
2025-11-10,T11542,income,Sales - Takeaway,Coffee,Cheras - Coffee,616.32,GrabPay,Cheras,
2025-11-10,T11543,income,Sales - Dine In,Cakes,Cheras - Pastries,884.22,GrabPay,Cheras,
2025-11-10,T11544,income,Sales - Takeaway,Pastries,Cheras - Pastries,204.22,Credit Card,Cheras,sofi invoice
2025-11-10,T11545,income,Other Income,Gift Card,Cheras - Gift Card,285.85,Bank Transfer,Cheras,
2025-11-10,T11546,income,Sales - Delivery,ShopeeFood,Cheras - ShopeeFood,1495.83,Credit Card,Cheras,
2025-11-10,T11547,income,Sales - Dine In,Coffee,Cheras - Cakes,1308.83,Cash,Cheras,
2025-11-10,T11548,income,Sales - Dine In,Pastries,Cheras - Cakes,2277.99,Bank Transfer,Cheras,reimbursed
2025-11-10,T11549,income,Other Income,Gift Card,Cheras - Workshop Ticket,282.8,Cash,Cheras,reimbursed
2025-11-10,T11550,income,Other Income,Gift Card,Cheras - Workshop Ticket,257.87,Bank Transfer,Cheras,reimbursed
2025-11-10,T11551,income,Other Income,Gift Card,Cheras - Merchandise,785.59,TnG eWallet,Cheras,
2025-11-10,T12399,expense,Utilities,Gas,Cheras - Electricity,1064.02,DuitNow,Cheras,urgent
2025-11-11,T11552,income,Sales - Takeaway,Coffee,SS15 - Coffee,105.02,DuitNow,SS15,
2025-11-11,T11553,income,Sales - Delivery,ShopeeFood,SS15 - FoodPanda,1198.35,Credit Card,SS15,dobule check
2025-11-11,T11554,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,1292.59,Cash,SS15,pending receipt
2025-11-11,T11555,income,Sales - Catering,Wedding,SS15 - Corporate Order,7447.98,Cash,SS15,pending receipt
2025-11-11,T11556,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,130.1,TnG eWallet,SS15,
2025-11-11,T11557,income,Sales - Takeaway,Bread Loaf,SS15 - Pastries,629.83,Credit Card,SS15,
2025-11-11,T11558,income,Sales - Catering,Event,SS15 - Wedding,5760.4,DuitNow,SS15,reimbursed
2025-11-11,T11559,income,Other Income,Workshop Ticket,SS15 - Workshop Ticket,549.49,Bank Transfer,SS15,
2025-11-11,T11560,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,129.2,TnG eWallet,SS15,
2025-11-11,T11561,income,Sales - Takeaway,Pastries,SS15 - Coffee,540.58,Credit Card,SS15,sofi invoice
2025-11-11,T11562,income,Sales - Dine In,Set Lunch,SS15 - Pastries,1247.69,Cash,SS15,check w boss
2025-11-11,T11563,income,Sales - Dine In,Set Lunch,SS15 - Coffee,1847.15,GrabPay,SS15,dobule check
2025-11-11,T11564,income,Sales - Catering,Event,SS15 - Wedding,7476.03,Credit Card,SS15,pending receipt
2025-11-11,T11565,income,Other Income,Gift Card,SS15 - Gift Card,576.31,DuitNow,SS15,reimbursed
2025-11-11,T11566,income,Sales - Delivery,FoodPanda,SS15 - FoodPanda,470.81,GrabPay,SS15,reimbursed
2025-11-11,T11567,income,Sales - Takeaway,Pastries,Bangsar - Pastries,734.86,Bank Transfer,Bangsar,
2025-11-11,T11568,income,Other Income,Merchandise,Bangsar - Merchandise,662.59,Credit Card,Bangsar,sofi invoice
2025-11-11,T11569,income,Sales - Catering,Event,Bangsar - Wedding,6430.59,Credit Card,Bangsar,
2025-11-11,T11570,income,Sales - Dine In,Pastries,Bangsar - Coffee,606.58,Bank Transfer,Bangsar,reimbursed
2025-11-11,T11571,income,Sales - Dine In,Set Lunch,Bangsar - Set Lunch,651.17,Credit Card,Bangsar,urgent
2025-11-11,T11572,income,Sales - Takeaway,Pastries,Bangsar - Pastries,805.06,TnG eWallet,Bangsar,reimbursed
2025-11-11,T11573,income,Sales - Takeaway,Bread Loaf,Bangsar - Bread Loaf,306.28,Bank Transfer,Bangsar,pending receipt
2025-11-11,T11574,income,Sales - Delivery,GrabFood,Bangsar - ShopeeFood,370.61,Bank Transfer,Bangsar,dobule check
2025-11-11,T11575,income,Other Income,Gift Card,Bangsar - Gift Card,262.71,TnG eWallet,Bangsar,
2025-11-11,T11576,income,Sales - Dine In,Pastries,Bangsar - Cakes,1607.2,Cash,Bangsar,
2025-11-11,T11577,income,Sales - Dine In,Pastries,Bangsar - Coffee,1532.97,Bank Transfer,Bangsar,reimbursed
2025-11-11,T11578,income,Sales - Dine In,Cakes,Bangsar - Set Lunch,666.75,Credit Card,Bangsar,recurring
2025-11-11,T11579,income,Sales - Takeaway,Pastries,Bangsar - Coffee,445.5,DuitNow,Bangsar,
2025-11-11,T11580,income,Sales - Takeaway,Pastries,Cheras - Pastries,737.1,TnG eWallet,Cheras,
2025-11-11,T11581,income,Other Income,Merchandise,Cheras - Merchandise,733.97,TnG eWallet,Cheras,check w boss
2025-11-11,T11582,income,Sales - Takeaway,Pastries,Cheras - Bread Loaf,890.22,DuitNow,Cheras,
2025-11-11,T11583,income,Sales - Catering,Corporate Order,Cheras - Event,4766.07,TnG eWallet,Cheras,check w boss
2025-11-11,T11584,income,Sales - Dine In,Set Lunch,Cheras - Set Lunch,1287.12,Bank Transfer,Cheras,
2025-11-11,T11585,income,Sales - Takeaway,Pastries,Cheras - Pastries,373.94,Bank Transfer,Cheras,reimbursed
2025-11-11,T11586,income,Sales - Takeaway,Pastries,Cheras - Coffee,566.48,DuitNow,Cheras,recurring
2025-11-11,T11587,income,Other Income,Merchandise,Cheras - Workshop Ticket,530.67,TnG eWallet,Cheras,reimbursed
2025-11-11,T11588,income,Other Income,Merchandise,Cheras - Gift Card,165.53,GrabPay,Cheras,
2025-11-11,T11589,income,Sales - Catering,Corporate Order,Cheras - Event,6494.18,TnG eWallet,Cheras,pending receipt
2025-11-11,T11590,income,Other Income,Workshop Ticket,Cheras - Gift Card,949.66,GrabPay,Cheras,recurring
2025-11-11,T11591,income,Sales - Takeaway,Pastries,Cheras - Pastries,62.95,TnG eWallet,Cheras,check w boss
2025-11-11,T11592,income,Sales - Dine In,Pastries,Cheras - Cakes,460.68,Cash,Cheras,urgent
2025-11-11,T12402,expense,Staff - OT,Weekend,Cheras - Weekend,164.66,Credit Card,Cheras,
2025-11-11,T12414,expense,COGS - Packaging,Bags,Cheras - Boxes,302.3,DuitNow,Cheras,urgent
2025-11-12,T12395,expense,Staff - OT,Weekend,Cheras - Extended Hours,453.52,Credit Card,Cheras,
2025-11-12,T12403,expense,COGS - Packaging,Cups,Cheras - Stickers,267.54,TnG eWallet,Cheras,check w boss
2025-11-13,T12426,expense,COGS - Ingredients,Coffee Beans,Cheras - Sugar,300.68,Bank Transfer,Cheras,
2025-11-14,T12404,expense,Staff - OT,Extended Hours,Cheras - Extended Hours,426.57,Bank Transfer,Cheras,
2025-11-14,T12419,expense,COGS - Packaging,Stickers,Cheras - Stickers,602.2,Bank Transfer,Cheras,check w boss
2025-11-11,T12431,expense,Delivery Platforms,GrabFood Commission,Cheras - GrabFood Commission,1163.02,Cash,Cheras,check w boss
2025-11-12,T11593,income,Sales - Dine In,Cakes,SS15 - Cakes,1149.59,GrabPay,SS15,pending receipt
2025-11-12,T11594,income,Sales - Delivery,ShopeeFood,SS15 - ShopeeFood,1470.57,GrabPay,SS15,
2025-11-12,T11595,income,Sales - Delivery,FoodPanda,SS15 - ShopeeFood,1091.95,GrabPay,SS15,check w boss
2025-11-12,T11596,income,Sales - Delivery,GrabFood,SS15 - ShopeeFood,131.1,Cash,SS15,
2025-11-12,T11597,income,Sales - Dine In,Cakes,SS15 - Coffee,2022.81,GrabPay,SS15,pending receipt
2025-11-12,T11598,income,Sales - Delivery,GrabFood,SS15 - FoodPanda,951.44,Bank Transfer,SS15,check w boss
2025-11-12,T11599,income,Sales - Delivery,FoodPanda,SS15 - GrabFood,905.92,GrabPay,SS15,sofi invoice
2025-11-12,T11600,income,Other Income,Workshop Ticket,SS15 - Merchandise,739.42,DuitNow,SS15,
2025-11-12,T11601,income,Sales - Dine In,Pastries,SS15 - Set Lunch,1771.87,DuitNow,SS15,sofi invoice
2025-11-12,T11602,income,Other Income,Workshop Ticket,SS15 - Gift Card,849.13,Credit Card,SS15,
2025-11-12,T11603,income,Sales - Dine In,Set Lunch,SS15 - Set Lunch,323.12,TnG eWallet,SS15,
2025-11-12,T11604,income,Sales - Dine In,Pastries,SS15 - Set Lunch,1989.97,DuitNow,SS15,urgent
